date,source,site,channel,media,visit
2017/6/5,手机_百度SDK,百度SDK,SDK,百度SDK-硬广,13
2017/6/5,品牌营销_品牌词,品牌词运营,电视剧首页焦点图,pc,13
2017/6/5,CRM,准会员,电视,短信,13
2017/6/5,其它,生态化反,M站,banner,13
2017/6/5,手机_精准营销,uc浏览器,活动,酷站精品文字链,13
2017/6/5,公众号,微信,手机微信品牌词tv,-,21
2017/6/5,搜索,搜狗,PC,硬广,12
2017/6/5,其它,品牌词致新,蜻蜓FM,四周年,11
2017/6/5,搜索,搜狗semsum,商城品牌词_PC,品牌词,11
2017/6/5,搜索,360,综合semsum,商城品牌词_PC,11
2017/6/5,精准营销,360浏览器,PC,右下角弹窗,10
2017/6/5,搜索,百度,百度手机品专,PC品专,10
2017/6/5,手机_DSP,MediaV,M,新客,9
2017/6/5,品牌营销_品牌词,品牌词产品,全网右侧导航,PC,9
2017/6/5,品牌营销_品牌词,品牌词产品,音乐频道大事件_专区标签,PC,9
2017/6/5,搜索,百度semtv,商城品牌词_PC,品牌词,9
2017/6/5,手机_搜索,搜狗,搜狗商城品专,无线品专,9
2017/6/5,品牌营销_品牌词,品牌词运营,-,-,9
2017/6/5,其它,酷派C1,控股媒介,腾讯视频,8
2017/6/5,精准营销,hao123,活动,手机酷站,8
2017/6/5,手机_社会化联盟,邀请,-,-,9
2017/6/5,手机_百度SDK,手机_百度SDK,SDK,贴片,8
2017/6/5,网站联盟,银橙传媒,-,-,8
2017/6/5,品牌营销_品牌词,品牌词运营,首页焦点图,pc,7
2017/6/5,搜索,360,PC_手机,硬广,7
2017/6/5,网站联盟,多麦,PC,-,7
2017/6/5,搜索,百度semsum,商城品牌词_PC,品牌词商城,7
2017/6/5,搜索,360,360手机sem,商城品牌词-PC,7
2017/6/5,CRM,准会员,手机,短信,7
2017/6/5,搜索,百度,百度手机sem,手机品牌词_PC,7
2017/6/5,品牌营销_品牌词,品牌词运营,播放页loading,pc,6
2017/6/5,CRM,准会员,手机,电视推送,6
2017/6/5,手机_网站联盟,亿起发,-,-,6
2017/6/5,社会化联盟,邀请,-,-,7
2017/6/5,手机_搜索,百度,通用百度sem,商城品牌词_M,6
2017/6/5,搜索,360,综合semsum,360凤巢图文,6
2017/6/5,搜索,360,通用360sem,商城品牌词_PC,6
2017/6/5,手机_社会化联盟,乐魔方下载页面,M站,综合,6
2017/6/5,搜索,百度semtv,商城品牌词_PC,品牌词,5
2017/6/5,精准营销,360浏览器,活动,新安装页面欢迎页,5
2017/6/5,移动,M站,APP下载页,商城官网,6
2017/6/5,品牌营销_品牌词,品牌词产品,导航入口,品牌词商城,5
2017/6/5,精准营销,360浏览器,活动,下拉热词2,5
2017/6/5,SEO,雅虎,PC,-,5
2017/6/5,搜索,百度,百度手机sem,商城品牌词-PC,5
2017/6/5,搜索,百度,百度手机sem,商城品牌词_PC,5
2017/6/5,搜索,360,360手机sem,商城品牌词_PC,5
2017/6/5,手机_精准营销,猎豹,活动,金山电池医生,4
2017/6/5,搜索,百度semph,手机品牌词_PC,品牌词手机,4
2017/6/5,搜索,百度,百度手机sem,手机产品词_PC,4
2017/6/5,手机_品牌营销_品牌词,品牌词运营,影视大全开机图,app,4
2017/6/5,搜索,搜狗,搜狗手机品专,PC品专,4
2017/6/5,CRM,准会员,电视,站内信,5
2017/6/5,BD营销,QQ空间,活动,活动页,4
2017/6/5,移动,APP,APP下载页,乐小宝详情,4
2017/6/5,CRM,生态内,商城,短信,4
2017/6/5,社会化传播,乐迷论坛,PC,软性,4
2017/6/5,CRM,会员,商城,积分商城,4
2017/6/5,搜索,搜狗,搜狗手机品专,直通车品专,4
2017/6/5,手机_精准营销,UC浏览器,活动,网址导航热词,4
2017/6/5,搜索,搜狗,搜狗手机sem,手机品牌词_PC,4
2017/6/5,品牌营销_品牌词,品牌词生态,PC_乐迷贴吧_板块内容推荐,PC,6
2017/6/5,手机_搜索,神马,综合semsum,商城品牌词,4
2017/6/5,搜索,360,好搜手机品专,PC品专,5
2017/6/5,手机_搜索,搜狗,搜狗手机品专,无线品专,4
2017/6/5,手机_搜索,搜狗,通用搜狗sem,商城品牌词_M,4
2017/6/5,精准营销,太平洋电脑,电视,数字家电|电视机首页,3
2017/6/5,品牌营销_品牌词,品牌词运营,首页右侧LOGO,pc,3
2017/6/5,手机_品牌营销_品牌词,品牌词广告,全品类,移动端,3
2017/6/5,搜索,集团品专sum,PC品专,标题,3
2017/6/5,精准营销,hao123,手机,乐max,3
2017/6/5,搜索,百度综合品专sum,PC品专,logo,3
2017/6/5,CRM,准会员,手机,邮箱,4
2017/6/5,搜索,百度,百度电视sem,商城品牌词-PC,3
2017/6/5,搜索,搜狗semph,商城品牌词_PC,品牌词,3
2017/6/5,品牌营销_品牌词,品牌词产品,乐看搜索_左侧广告位,PC,3
2017/6/5,搜索,360,手机semph,360凤巢图文,3
2017/6/5,其它,会员,乐次元,PC,4
2017/6/5,搜索,360,综合semtv,商城品牌词_PC,3
2017/6/5,搜索,360,PC,硬广,3
2017/6/5,搜索,百度semph,手机产品词_PC,酷1手机,3
2017/6/5,手机_搜索,搜狗semsum,商城品牌词_M,品牌词商城,3
2017/6/5,手机_社会化联盟,个人网站联盟,M站,综合,3
2017/6/5,品牌营销_外网,腾讯视频APP,移动端,移动端_硬广,2
2017/6/5,品牌营销_外网,腾讯新闻客户端,移动端,移动端_硬广,2
2017/6/5,精准营销,360安全卫士,PC,开机小助手-大图,2
2017/6/5,手机_精准营销,腾讯,手机,新闻客户端组图最后一帧广告,2
2017/6/5,手机_品牌营销_品牌词,品牌词运营,贴片,Android移动端_手机,2
2017/6/5,搜索,搜狗,PC_手机,硬广,2
2017/6/5,搜索,百度,百度商城品专,新闻品专,2
2017/6/5,其它,生态化反,M站,红包,2
2017/6/5,手机_品牌营销_品牌词,品牌词产品,APP_首页推广位,移动端,2
2017/6/5,手机_品牌营销_品牌词,品牌词运营,贴片,移动端,2
2017/6/5,搜索,百度semsum,商城品牌词_PC,品牌词,2
2017/6/5,其它,SSP媒介,一点资讯,频道自动订阅,2
2017/6/5,精准营销,360,PC_手机,360哇塞,3
2017/6/5,手机_搜索,搜狗semsum,商城品牌词_M,品牌词,2
2017/6/5,移动,APP,活动页,品牌词文字链,2
2017/6/5,搜索,百度semph,商城品牌词_PC,品牌词,2
2017/6/5,手机_搜索,神马,神马手机sem,手机品牌词,2
2017/6/5,精准营销,360导航,活动,名站,2
2017/6/5,手机_搜索,搜狗,M站_手机,硬广,2
2017/6/5,精准营销,360导航,活动,酷站,2
2017/6/5,搜索,360,360手机sem,手机品牌词_PC,2
2017/6/5,其它,四次元_应用,品牌词视频,PC_入口导航,2
2017/6/5,DSP,广点通_顺为,手机,再营销,2
2017/6/5,精准营销,酷狗,PC,硬广,2
2017/6/5,SEO,360,WAP,-,2
2017/6/5,品牌营销_品牌词,品牌词导航,手机导航,PC,2
2017/6/5,搜索,百度,百度电视sem,商城品牌词_PC,2
2017/6/5,品牌营销_品牌词,品牌词产品,直播频道直播大厅_收看标签,PC,2
2017/6/5,DSP,MediaV,手机,商品推荐广告,2
2017/6/5,精准营销,北京时间,活动,泰山压顶,2
2017/6/5,手机_精准营销,UC浏览器,导航酷站手机分类,导航酷站手机分类,2
2017/6/5,手机_搜索,百度,M站_手机,硬广,2
2017/6/5,搜索,百度semsum,商城品牌词_PC,品牌词,2
2017/6/5,CRM,邮箱,品牌词,外部合作,2
2017/6/5,移动,M站,首页,电视,2
2017/6/5,品牌营销_外网,今日头条,移动端,移动端_硬广,1
2017/6/5,品牌营销_外网,微信朋友圈,移动端,移动端_硬广,1
2017/6/5,CRM,会员,商城,APP,1
2017/6/5,其它,酷派C1,搜狗网址导航,首页_搜索下拉框文字链,1
2017/6/5,搜索,搜狗,搜狗手机sem,手机品牌词-PC,1
2017/6/5,精准营销,惠惠网,活动,浏览器插件,1
2017/6/5,手机_搜索,百度,移动端,硬广,1
2017/6/5,CRM,会员,商城,短信,1
2017/6/5,CRM,生态内,手机,短信,1
2017/6/5,手机_品牌营销_品牌词,品牌词广告,乐品15秒前贴片_app,app,1
2017/6/5,手机_品牌营销_品牌词,品牌词广告,app_暂停,app,1
2017/6/5,DSP,广点通_顺为,手机,关键词,1
2017/6/5,DSP,MediaV,手机,智能推荐人群,1
2017/6/5,手机_搜索,搜狗综合品专sum,无线品专,suggestion跳转,1
2017/6/5,手机_精准营销,追书神器,活动,首页,1
2017/6/5,精准营销,360导航,活动,哇塞第二帧,1
2017/6/5,品牌营销_品牌词,豆瓣,PC,租房组 zfz,1
2017/6/5,搜索,360,电视semtv,电视品牌词_PC,1
2017/6/5,品牌营销_品牌词,品牌词产品,娱乐频道直播间收看标签,PC,1
2017/6/5,品牌营销_品牌词,品牌词广告,手机,PC,1
2017/6/5,其它,电视媒介,腾讯视频,活动,1
2017/6/5,DSP,MediaV,手机,商品推荐曝光,1
2017/6/5,精准营销_品牌词,品牌词,PC,软性,1
2017/6/5,DSP,晶赞,PC,软性,1
2017/6/5,搜索,百度semtv,电视品牌词_PC,品牌词电视,1
2017/6/5,搜索,百度,百度手机品专,知道品专,1
2017/6/5,搜索,360,通用360sem,360凤舞,1
2017/6/5,DSP,晶赞,PC,新客,1
2017/6/5,搜索,360,手机semph,手机品牌词_PC,1
2017/6/5,精准营销,360导航,PC,名站文字链,1
2017/6/5,精准营销,搜狗导航,活动,首页搜索框旁文链_标色,1
2017/6/5,精准营销,360导航,手机,酷站手机,1
2017/6/5,精准营销,腾讯,手机,新闻客户端,1
2017/6/5,品牌营销_品牌词,品牌词广告,pc_角标,pc,1
2017/6/5,手机_品牌营销_品牌词,品牌词运营,焦点图,移动端,1
2017/6/5,手机_搜索,百度,百度手机sem,手机品牌词-M,1
2017/6/5,搜索,搜狗,搜狗手机sem,手机产品词_PC,1
2017/6/5,精准营销,2345,PC,猜你喜欢,1
2017/6/5,搜索,集团品专sum,PC品专,左侧大图1,1
2017/6/5,搜索,搜狗综合品专sum,PC品专,左侧大图1,1
2017/6/5,精准营销,jz,2345网址导航,手机,1
2017/6/5,搜索,360,综合semph,商城品牌词_PC,1
2017/6/5,搜索,搜狗,搜狗手机sem,商城品牌词_PC,1
2017/6/5,手机_品牌营销_品牌词,品牌词,移动端,移动端-硬广,1
2017/6/5,手机_精准营销,猎豹,手机,猎豹清理大师Android,1
2017/6/5,移动,M站,活动页,有米sjm1111,1
2017/6/5,其它,酷派自投,pc,品牌词首页焦点图富媒体,1
2017/6/5,搜索,搜狗semsum,商城品牌词_PC,品牌词商城,1
2017/6/5,手机_搜索,百度,百度手机品专,无线品专,1
2017/6/5,其它,手机媒介,太平洋电脑网,手机/新品/评测/导购/所有文章页面,1
2017/6/5,手机_精准营销,猎豹,活动,猎豹清理大师,1
2017/6/5,搜索,百度,百度电视sem,电视竞品品牌_PC,1
2017/6/5,DSP,晶赞,PC,再营销,1
2017/6/5,CRM,会员,电视,邮箱,1
2017/6/5,精准营销,360导航,底部浮层,底部浮层,1
2017/6/5,社会化联盟,个人网站联盟,PC端,个人网站联盟,1
2017/6/5,其它,酷派自投,猎豹,猎豹清理大师_Android_开屏_无线,1
2017/6/5,搜索,搜狗,通用搜狗sem,超级皇冠,1
2017/6/5,其它,控股媒介,微信,朋友圈,1
2017/6/5,精准营销,今日头条,手机,推荐首页,1
2017/6/5,搜索,百度酷派品专ph,PC品专,标题,1
2017/6/5,搜索,搜狗酷派品专sum,PC品专,标题,1
2017/6/5,其它,酷派C1,优酷,多屏满天星_暂停_全国通投_Mobile,1
2017/6/5,手机_百度SDK,手机_百度SDK,SDK,百度SDK-硬广,1
2017/6/5,手机_搜索,搜狗,搜狗手机sem,手机品牌词_M,1
2017/6/5,搜索,360,综合semph,360凤舞橱窗,1
2017/6/5,CRM,邮件,触发邮件,生日礼包,1
2017/6/5,搜索,360,360电视sem,电视品牌词-PC,1
2017/6/5,DSP,MediaV,电视,今日特卖,1
2017/6/5,搜索,集团品专sum,PC品专,左侧大图2,1
2017/6/5,社会化传播,微博,专题,乐秒君,1
2017/6/5,品牌营销_品牌词,品牌词产品,超级手机入口,PC,1
2017/6/5,精准营销,暴风,手机,TIPS（6轮播） 桌面,1
2017/6/5,精准营销,广点通顺为乐1,PC_手机,硬广,1
2017/6/5,搜索,360,电视semtv,360凤巢图文,1
2017/6/5,精准营销,太平洋电脑,活动,聚超值首页置顶文字下方区域文字链,1
2017/6/5,DSP,晶赞,PC_手机,软性,1
2017/6/5,精准营销,hao123,左侧banner,左侧banner,1
2017/6/5,手机_搜索,百度,M站,硬广,1
2017/6/5,手机_搜索,神马,神马电视sem,电视商城品牌词,1
2017/6/5,精准营销,-,-,-,1
2017/6/5,手机_搜索,神马,神马手机sem,手机产品词,1
2017/6/5,手机_搜索,百度,百度手机sem,手机品牌词_M,1
2017/6/5,其它,四次元_应用,超级手机官微,APP,1
2017/6/5,手机_精准营销,UC浏览器,活动,酷站精品文字_网导精品文字,1
2017/6/5,精准营销,hao123,手机,手机二级页面,1
2017/6/5,搜索,搜狗,搜狗手机sem,商城品牌词-PC,1
2017/6/5,精准营销,360,活动,酷站商城,1
2017/6/5,搜索,百度,百度手机sem,手机品牌词-PC,1
2017/6/5,手机_DSP,晶赞,电视,新客,1
2017/6/5,其它,SDK,品牌词视频,android,1
2017/6/5,搜索,搜狗semsum,超级皇冠,logo,1
2017/6/5,手机_搜索,搜狗综合品专sum,无线品专,按钮3,1
2017/6/5,品牌营销_品牌词,品牌词运营,5秒标版,PC,1
2017/6/5,搜索,360,360手机sem,手机产品词_PC,1
2017/6/5,搜索,360,电视semtv,电视行业词_PC,1
2017/6/5,其它,酷派C1,搜狗网址导航&QQ上网导航,电视剧频道首页_焦点图第一帧,1
2017/6/5,搜索,百度,百度手机sem,品牌词频道词_PC,1
2017/6/5,手机_搜索,神马,神马手机sem,手机商城品牌词,1
2017/6/5,手机_品牌营销_品牌词,品牌词运营,移动端_活动中心,app,1
2017/6/5,CRM,准会员,乐迷日,站内信,1
2017/6/5,手机_品牌营销_品牌词,品牌词运营,其他,M站,1
2017/6/5,精准营销,360导航,活动,右侧电梯,1
2017/6/5,精准营销,暴风影音,活动,TIPS,1
2017/6/5,品牌营销_品牌词,品牌词,PC,PC-硬广,1
2017/6/5,其它,手机媒介,线下二维码,线下二维码,1
2017/6/5,移动,APP,APP下载页,PC右侧浮标,9
2017/6/5,搜索,百度新品专综合,PC品专,标题,1
2017/6/5,DSP,MediaV,PC,新客,1
2017/6/5,其它,生态化反,PC站,banner,1
2017/6/5,搜索,360,综合品专semph,PC品专,1
2017/6/5,CRM,准会员,手机,站内信,1
2017/6/6,CRM,准会员,电视,APP,22456
2017/6/6,品牌营销_品牌词,品牌词产品,播放器播放标签,PC,19754
2017/6/6,SEO,百度,PC,-,11149
2017/6/6,SEO,百度,WAP,-,9311
2017/6/6,品牌营销_品牌词,品牌词导航,pc_全站顶导_超级电视入口,PC,4756
2017/6/6,其它,四次元_应用,品牌词视频,android,3665
2017/6/6,CRM,准会员,商城,APP,2511
2017/6/6,其它,四次元_应用,品牌词应用商店,android,2251
2017/6/6,SEO,搜狗,WAP,-,2004
2017/6/6,手机_品牌营销_品牌词,品牌词产品,android_首页购物车_入口,移动端,1751
2017/6/6,品牌营销_品牌词,品牌词导航,pc_全站顶导_入口,PC,1752
2017/6/6,品牌营销_品牌词,品牌词导航,pc_全站顶导_超级手机入口,PC,1459
2017/6/6,CRM,准会员,商城,电视推送,1304
2017/6/6,CRM,准会员,电视,电视推送,1307
2017/6/6,公众号,微信,无线,品牌词商城,1361
2017/6/6,手机_品牌营销_品牌词,品牌词运营,浮球海报,app,892
2017/6/6,CRM,准会员,商城,邮箱,719
2017/6/6,手机_品牌营销_品牌词,品牌词,移动端,-,572
2017/6/6,品牌营销_品牌词,品牌词运营,其他,PC,550
2017/6/6,手机_品牌营销_品牌词,品牌词运营,M站焦点图,app,457
2017/6/6,手机_社会化联盟,个人网站联盟,M站,个人网站联盟,471
2017/6/6,其它,四次元_应用,超级电视官微,APP,450
2017/6/6,手机_品牌营销_品牌词,品牌词导航,m站_生态区导航_入口,移动端,382
2017/6/6,品牌营销_品牌词,品牌词产品,播放器观看标签,PC,364
2017/6/6,手机_品牌营销_品牌词,品牌词产品,m站_超级电视聚合页入口,移动端,299
2017/6/6,手机_品牌营销_品牌词,品牌词产品,客户端_播放器播放标签,移动端,274
2017/6/6,SEO,谷歌,PC,-,256
2017/6/6,移动,手机,应用商店,品牌词手机,216
2017/6/6,手机_品牌营销_品牌词,品牌词产品,m站_超级配件聚合页入口,移动端,199
2017/6/6,手机_品牌营销_品牌词,品牌词产品,m站_超级手机聚合页入口,移动端,205
2017/6/6,社会化联盟,链接广告,PC端,-,177
2017/6/6,手机_品牌营销_品牌词,品牌词运营,入口,移动端,159
2017/6/6,网站联盟,盘石联盟,-,-,177
2017/6/6,手机_品牌营销_品牌词,品牌词产品,android_特色频道_入口,移动端,150
2017/6/6,手机_品牌营销_品牌词,品牌词产品,m站_影视爆款聚合页入口,移动端,153
2017/6/6,品牌营销_品牌词,品牌词生态,乐迷社区_全网顶导,PC,157
2017/6/6,手机_品牌营销_品牌词,品牌词产品,m站_智能硬件聚合页入口,移动端,134
2017/6/6,移动,APP,APP下载页,M站底部banner,539
2017/6/6,手机_品牌营销_品牌词,品牌词产品,m站_品牌词商城入口,移动端,123
2017/6/6,社会化传播,微博,专题,品牌词商城,128
2017/6/6,CRM,准会员,商城,站内信,118
2017/6/6,手机_品牌营销_品牌词,品牌词生态,品牌词手机_浏览器,移动端,100
2017/6/6,手机_网站联盟,盘石联盟,-,-,108
2017/6/6,其它,功能型生态电商,SDK,品牌词金融,104
2017/6/6,搜索,360,综合品专sum,PC品专,92
2017/6/6,品牌营销_品牌词,品牌词生态,乐迷社区_全网频道页导航,PC,95
2017/6/6,搜索,百度,百度商城品专,PC品专,83
2017/6/6,CRM,会员,商城,邮箱,89
2017/6/6,品牌营销_品牌词,品牌词导航,pc_频道页导航_入口,PC,76
2017/6/6,网站联盟,亿起发,-,-,75
2017/6/6,搜索,百度综合品专sum,PC品专,标题,68
2017/6/6,搜索,百度,PC,硬广,69
2017/6/6,SEO,360,PC,-,72
2017/6/6,网站联盟,51返利网,-,-,55
2017/6/6,品牌营销_品牌词,品牌词运营,导航,PC,50
2017/6/6,搜索,360,360商城品专,PC品专,43
2017/6/6,手机_品牌营销_品牌词,品牌词运营,其他,移动端,42
2017/6/6,移动,APP,APP下载页,说明书,39
2017/6/6,搜索,百度,通用百度sem,商城品牌词_PC,42
2017/6/6,手机_搜索,百度,百度商城品专,无线品专,38
2017/6/6,公众号,支付宝,品牌词商城,支付宝服务号,48
2017/6/6,搜索,搜狗综合品专sum,PC品专,标题,34
2017/6/6,品牌营销_品牌词,品牌词,PC,-,32
2017/6/6,品牌营销_品牌词,品牌词运营,二维码,TV端,31
2017/6/6,品牌营销_品牌词,品牌词广告,15秒前贴片_pc,pc,31
2017/6/6,手机_品牌营销_品牌词,品牌词产品,android_设置_超级电视入口,移动端,32
2017/6/6,手机_搜索,百度综合品专sum,无线品专,标题,29
2017/6/6,搜索,搜狗,搜狗商城品专,PC品专,27
2017/6/6,手机_搜索,神马,综合品专sum,无线品专,27
2017/6/6,CRM,准会员,商城,短信,25
2017/6/6,手机_品牌营销_品牌词,品牌词广告,15秒前贴片_app,app,25
2017/6/6,SEO,必应,PC,-,29
2017/6/6,网站联盟,智推,PC端,-,26
2017/6/6,搜索,百度,百度定制品专,PC品专,22
2017/6/6,SEO,搜狗,PC,-,23
2017/6/6,手机_精准营销,UC浏览器,活动,UC导航酷站手机分类,21
2017/6/6,其它,品牌词致新,蜻蜓FM,四周年,20
2017/6/6,手机_品牌营销_品牌词,品牌词运营,app端焦点图,app,20
2017/6/6,移动,M站,配件,电视,20
2017/6/6,精准营销,360浏览器,PC,浏览器地址栏下拉热词2,19
2017/6/6,品牌营销_品牌词,品牌词产品,全网右侧导航,PC,20
2017/6/6,搜索,百度,百度电视品专,PC品专,19
2017/6/6,CRM,准会员,手机,APP,17
2017/6/6,手机_品牌营销_品牌词,品牌词运营,移动端_发现专题,app,21
2017/6/6,网站联盟,领克特,-,-,17
2017/6/6,手机_搜索,神马,神马商城品专,无线品专,17
2017/6/6,品牌营销_品牌词,品牌词运营,电视剧首页焦点图,pc,16
2017/6/6,搜索,百度,PC_手机,硬广,19
2017/6/6,手机_搜索,百度,百度手机品专,移动品专,17
2017/6/6,移动,M站,APP下载页,商城官网,17
2017/6/6,CRM,准会员,电视,短信,16
2017/6/6,其它,SSP媒介,360,富媒体,14
2017/6/6,手机_搜索,百度,百度电视品专,移动品专,19
2017/6/6,品牌营销_品牌词,品牌词生态,乐迷社区_版块内容推荐,PC,14
2017/6/6,社会化传播,微信,服务号,品牌词商城,15
2017/6/6,精准营销,hao123,活动,手机酷站,12
2017/6/6,品牌营销_品牌词,品牌词产品,品牌词商城入口,PC,12
2017/6/6,手机_搜索,搜狗综合品专sum,无线品专,标题,12
2017/6/6,搜索,搜狗,通用搜狗sem,商城品牌词_PC,11
2017/6/6,手机_精准营销,一点资讯,919购物频道,频道生成,11
2017/6/6,手机_社会化联盟,邀请,-,-,11
2017/6/6,手机_品牌营销_品牌词,品牌词运营,移动端_乐见,app,11
2017/6/6,SEO,雅虎,PC,-,12
2017/6/6,网站联盟,多麦,PC,-,11
2017/6/6,手机_百度SDK,百度SDK,SDK,百度SDK-硬广,11
2017/6/6,搜索,搜狗semsum,商城品牌词_PC,品牌词,10
2017/6/6,网站联盟,智迅互通,PC端,-,10
2017/6/6,公众号,微信,手机微信品牌词tv,-,17
2017/6/6,品牌营销_品牌词,品牌词运营,首页焦点图,pc,9
2017/6/6,手机_网站联盟,亿起发,-,-,9
2017/6/6,搜索,搜狗,PC,硬广,9
2017/6/6,手机_搜索,百度,通用百度sem,商城品牌词_M,9
2017/6/6,搜索,360,综合semsum,360凤巢图文,9
2017/6/6,品牌营销_品牌词,品牌词产品,导航入口,品牌词商城,8
2017/6/6,手机_品牌营销_品牌词,品牌词导航,m站_频道页导航_入口,移动端,9
2017/6/6,搜索,360,PC_手机,硬广,8
2017/6/6,搜索,360,综合semsum,商城品牌词_PC,8
2017/6/6,手机_DSP,MediaV,M,新客,7
2017/6/6,手机_社会化联盟,乐魔方下载页面,M站,综合,7
2017/6/6,精准营销,360浏览器,PC,右下角弹窗,7
2017/6/6,搜索,百度,百度手机sem,手机品牌词_PC,7
2017/6/6,精准营销,腾讯,手机,新闻客户端,7
2017/6/6,精准营销,什么值得买,PC端,软性资源,9
2017/6/6,搜索,360,通用360sem,商城品牌词_PC,8
2017/6/6,品牌营销_品牌词,品牌词运营,-,-,7
2017/6/6,手机_百度SDK,手机_百度SDK,SDK,贴片,6
2017/6/6,CRM,准会员,手机,电视推送,7
2017/6/6,其它,手机媒介,线下二维码,线下二维码,6
2017/6/6,品牌营销_品牌词,品牌词运营,播放页loading,pc,6
2017/6/6,搜索,百度,百度手机sem,商城品牌词-PC,6
2017/6/6,搜索,百度,百度手机品专,PC品专,6
2017/6/6,手机_搜索,搜狗,搜狗商城品专,无线品专,6
2017/6/6,搜索,百度semtv,商城品牌词_PC,品牌词,6
2017/6/6,搜索,360,PC,硬广,6
2017/6/6,搜索,360,综合semtv,商城品牌词_PC,7
2017/6/6,移动,APP,APP下载页,乐小宝详情,5
2017/6/6,精准营销,360浏览器,活动,新安装页面欢迎页,5
2017/6/6,CRM,会员,商城,积分商城,5
2017/6/6,CRM,准会员,电视,站内信,5
2017/6/6,搜索,搜狗,搜狗手机品专,PC品专,5
2017/6/6,搜索,百度semsum,商城品牌词_PC,品牌词,5
2017/6/6,搜索,360,360手机sem,手机品牌词_PC,5
2017/6/6,搜索,360,360手机sem,商城品牌词_PC,5
2017/6/6,精准营销,北京时间,活动,泰山压顶,5
2017/6/6,精准营销,360浏览器,活动,下拉热词2,4
2017/6/6,其它,酷派C1,控股媒介,腾讯视频,4
2017/6/6,DSP,广点通_顺为,手机,再营销,4
2017/6/6,品牌营销_品牌词,品牌词运营,首页右侧LOGO,pc,4
2017/6/6,手机_精准营销,uc浏览器,活动,酷站精品文字链,4
2017/6/6,其它,会员,乐次元,PC,4
2017/6/6,手机_搜索,百度,M站,硬广,4
2017/6/6,手机_精准营销,2345手机导航,活动,首页酷站,4
2017/6/6,品牌营销_品牌词,品牌词生态,PC_乐迷贴吧_板块内容推荐,PC,5
2017/6/6,搜索,360,手机semph,360凤巢图文,4
2017/6/6,搜索,百度,百度电视sem,商城品牌词_PC,4
2017/6/6,精准营销,暴风影音,活动,TIPS,4
2017/6/6,手机_搜索,搜狗semsum,商城品牌词_M,品牌词商城,4
2017/6/6,搜索,360,360手机sem,商城品牌词-PC,5
2017/6/6,移动,APP,活动页,品牌词文字链,3
2017/6/6,CRM,邮箱,品牌词,外部合作,3
2017/6/6,CRM,准会员,手机,短信,3
2017/6/6,手机_品牌营销_品牌词,品牌词运营,影视大全开机图,app,3
2017/6/6,手机_精准营销,追书神器,活动,首页,3
2017/6/6,搜索,百度semph,手机品牌词_PC,品牌词手机,3
2017/6/6,搜索,搜狗酷派品专sum,PC品专,标题,3
2017/6/6,手机_精准营销,猎豹,活动,金山电池医生,3
2017/6/6,社会化联盟,邀请,-,-,4
2017/6/6,精准营销,360浏览器,活动,右下角弹窗,3
2017/6/6,搜索,百度,百度手机sem,手机品牌词-PC,3
2017/6/6,搜索,搜狗,搜狗手机sem,商城品牌词-PC,3
2017/6/6,搜索,搜狗,搜狗手机sem,手机品牌词_PC,3
2017/6/6,手机_搜索,百度,M站_手机,硬广,3
2017/6/6,网站联盟,银橙传媒,-,-,3
2017/6/6,手机_精准营销,腾讯,活动,新闻客户端,3
2017/6/6,社会化联盟,个人网站联盟,PC端,个人网站联盟,3
2017/6/6,精准营销,太平洋电脑,电视,数字家电|电视机首页,5
2017/6/6,精准营销,360导航,活动,名站,3
2017/6/6,搜索,搜狗semsum,超级皇冠,logo,3
2017/6/6,搜索,百度semtv,商城品牌词_PC,品牌词,4
2017/6/6,手机_搜索,神马,综合semsum,商城品牌词,3
2017/6/6,手机_社会化联盟,个人网站联盟,M站,综合,3
2017/6/6,DSP,晶赞,PC,再营销,3
2017/6/6,搜索,百度综合品专sum,PC品专,logo,3
2017/6/6,品牌营销_品牌词,品牌词运营,贴片,PC,3
2017/6/6,BD营销,QQ空间,活动,活动页,2
2017/6/6,精准营销,360安全卫士,PC,开机小助手-大图,2
2017/6/6,品牌营销_外网,妈妈网,PC,PC-软性资源,2
2017/6/6,精准营销,360,PC_手机,360哇塞,2
2017/6/6,CRM,生态内,手机,短信,2
2017/6/6,其它,生态化反,PC站,banner,2
2017/6/6,品牌营销_品牌词,品牌词产品,音乐频道大事件_专区标签,PC,2
2017/6/6,品牌营销_品牌词,品牌词产品,直播频道直播大厅_收看标签,PC,2
2017/6/6,品牌营销_品牌词,品牌词广告,全品类,PC,2
2017/6/6,其它,会员,超级影视会员,优酷会员,2
2017/6/6,精准营销,搜狗输入法,tips,弹窗,2
2017/6/6,品牌营销_品牌词,品牌词广告,pc_暂停,pc,2
2017/6/6,手机_品牌营销_品牌词,品牌词广告,全品类,移动端,2
2017/6/6,DSP,广点通_顺为,手机,新客_关键词,2
2017/6/6,其它,酷派C1,猎豹,猎豹清理大师_Android_开屏,2
2017/6/6,其它,酷派自投,猎豹,猎豹清理大师_Android_开屏_无线,2
2017/6/6,手机_搜索,百度,百度手机sem,手机产品词_M,2
2017/6/6,精准营销,hao123,电视,导航页,2
2017/6/6,精准营销,360导航,活动,哇塞第二帧-banner,2
2017/6/6,手机_品牌营销_品牌词,品牌词运营,其他,M站,2
2017/6/6,搜索,百度,百度手机sem,手机产品词_PC,2
