date,source,site,channel,media,visit
2017/5/15,品牌营销_品牌词,品牌词产品,播放器播放标签,PC,17600
2017/5/15,手机_品牌营销_品牌词,品牌词广告,15秒前贴片_app,app,15865
2017/5/15,SEO,百度,WAP,-,10858
2017/5/15,手机_品牌营销_品牌词,品牌词运营,移动端_乐见,app,9768
2017/5/15,SEO,百度,PC,-,9228
2017/5/15,品牌营销_品牌词,品牌词导航,pc_全站顶导_超级电视入口,PC,3824
2017/5/15,品牌营销_品牌词,品牌词运营,播放页loading,pc,3673
2017/5/15,手机_品牌营销_品牌词,品牌词运营,app端焦点图,app,3553
2017/5/15,其它,四次元_应用,品牌词视频,android,3585
2017/5/15,品牌营销_品牌词,品牌词广告,15秒前贴片_pc,pc,3469
2017/5/15,搜索,360,综合品专sum,PC品专,2908
2017/5/15,手机_品牌营销_品牌词,品牌词产品,android_首页购物车_入口,移动端,1858
2017/5/15,SEO,搜狗,WAP,-,1996
2017/5/15,其它,四次元_应用,品牌词应用商店,android,1660
2017/5/15,公众号,微信,无线,品牌词商城,1572
2017/5/15,网站联盟,亿起发,-,-,2124
2017/5/15,品牌营销_品牌词,品牌词导航,pc_全站顶导_入口,PC,1477
2017/5/15,搜索,搜狗综合品专sum,PC品专,标题,1310
2017/5/15,品牌营销_品牌词,品牌词导航,pc_全站顶导_超级手机入口,PC,1321
2017/5/15,CRM,准会员,电视,电视推送,1064
2017/5/15,品牌营销_品牌词,品牌词运营,首页焦点图,pc,798
2017/5/15,网站联盟,领克特,-,-,2073
2017/5/15,手机_网站联盟,亿起发,-,-,1047
2017/5/15,手机_品牌营销_品牌词,品牌词导航,m站_生态区导航_入口,移动端,593
2017/5/15,网站联盟,银橙传媒,-,-,762
2017/5/15,手机_品牌营销_品牌词,品牌词,移动端,-,528
2017/5/15,手机_社会化联盟,个人网站联盟,M站,个人网站联盟,528
2017/5/15,品牌营销_品牌词,品牌词运营,其他,PC,531
2017/5/15,网站联盟,智推,PC端,-,473
2017/5/15,网站联盟,多麦,PC,-,1083
2017/5/15,网站联盟,盘石联盟,-,-,379
2017/5/15,移动,手机,应用商店,品牌词手机,333
2017/5/15,CRM,准会员,商城,电视推送,367
2017/5/15,手机_品牌营销_品牌词,品牌词运营,M站焦点图,app,315
2017/5/15,社会化联盟,链接广告,PC端,-,388
2017/5/15,手机_品牌营销_品牌词,品牌词产品,客户端_播放器播放标签,移动端,274
2017/5/15,手机_品牌营销_品牌词,品牌词产品,m站_超级电视聚合页入口,移动端,278
2017/5/15,品牌营销_品牌词,品牌词产品,播放器观看标签,PC,251
2017/5/15,其它,四次元_应用,超级电视官微,APP,278
2017/5/15,手机_品牌营销_品牌词,品牌词运营,入口,移动端,221
2017/5/15,手机_品牌营销_品牌词,品牌词产品,android_特色频道_入口,移动端,176
2017/5/15,CRM,准会员,商城,APP,171
2017/5/15,SEO,谷歌,PC,-,178
2017/5/15,社会化传播,微博,专题,品牌词商城,179
2017/5/15,品牌营销_品牌词,品牌词运营,首页右侧LOGO,pc,170
2017/5/15,其它,功能型生态电商,SDK,品牌词金融,173
2017/5/15,CRM,准会员,商城,短信,179
2017/5/15,手机_品牌营销_品牌词,品牌词产品,m站_超级配件聚合页入口,移动端,170
2017/5/15,手机_网站联盟,盘石联盟,-,-,178
2017/5/15,品牌营销_品牌词,品牌词广告,搜索结果页通栏1轮播A,pc,157
2017/5/15,其它,生态化反,M站,banner,148
2017/5/15,手机_品牌营销_品牌词,品牌词产品,m站_超级手机聚合页入口,移动端,162
2017/5/15,品牌营销_品牌词,品牌词生态,乐迷社区_全网顶导,PC,161
2017/5/15,手机_品牌营销_品牌词,品牌词产品,m站_影视爆款聚合页入口,移动端,140
2017/5/15,手机_品牌营销_品牌词,品牌词产品,m站_智能硬件聚合页入口,移动端,132
2017/5/15,其它,SSP媒介,一点资讯,频道自动订阅,119
2017/5/15,手机_品牌营销_品牌词,品牌词产品,m站_品牌词商城入口,移动端,132
2017/5/15,手机_精准营销,一点资讯,919购物频道,频道生成,111
2017/5/15,搜索,搜狗综合品专sum,品牌直通车,标题,111
2017/5/15,搜索,搜狗综合品专semph,PC品专,小图1,134
2017/5/15,品牌营销_品牌词,品牌词生态,乐迷社区_全网频道页导航,PC,120
2017/5/15,搜索,搜狗综合品专sum,PC品专,左侧大图1,110
2017/5/15,网站联盟,51返利网,-,-,99
2017/5/15,搜索,360,综合品专semph,PC品专,111
2017/5/15,手机_品牌营销_品牌词,品牌词生态,品牌词手机_浏览器,移动端,92
2017/5/15,搜索,百度,百度商城品专,PC品专,90
2017/5/15,其它,SSP媒介,360,富媒体,84
2017/5/15,移动,APP,APP下载页,M站底部banner,482
2017/5/15,CRM,准会员,电视,站内信,80
2017/5/15,搜索,百度,PC,硬广,77
2017/5/15,CRM,准会员,电视,APP,73
2017/5/15,搜索,百度综合品专sum,PC品专,标题,72
2017/5/15,公众号,支付宝,品牌词商城,支付宝服务号,76
2017/5/15,品牌营销_品牌词,品牌词运营,导航,PC,61
2017/5/15,SEO,360,PC,-,68
2017/5/15,搜索,搜狗综合品专semtv,PC品专,小图2,69
2017/5/15,搜索,360,360商城品专,PC品专,51
2017/5/15,手机_品牌营销_品牌词,品牌词运营,其他,移动端,49
2017/5/15,品牌营销_品牌词,品牌词导航,pc_频道页导航_入口,PC,52
2017/5/15,CRM,生态内,商城,短信,51
2017/5/15,手机_精准营销,UC浏览器,活动,网址导航热词,45
2017/5/15,搜索,搜狗,搜狗商城品专,PC品专,40
2017/5/15,搜索,百度,通用百度sem,商城品牌词_PC,38
2017/5/15,精准营销,360浏览器,PC,浏览器地址栏下拉热词2,35
2017/5/15,手机_品牌营销_品牌词,品牌词运营,品牌词应用商店app开机图,app,34
2017/5/15,手机_搜索,神马,综合品专sum,无线品专,33
2017/5/15,移动,APP,APP下载页,说明书,33
2017/5/15,社会化传播,微信,服务号,品牌词商城,42
2017/5/15,手机_品牌营销_品牌词,品牌词产品,android_设置_超级电视入口,移动端,31
2017/5/15,SEO,必应,PC,-,30
2017/5/15,手机_搜索,百度综合品专sum,无线品专,标题,31
2017/5/15,网站联盟,智迅互通,PC端,-,60
2017/5/15,手机_品牌营销_品牌词,品牌词运营,移动端_发现专题,app,31
2017/5/15,手机_品牌营销_品牌词,品牌词运营,移动端_活动中心,app,37
2017/5/15,手机_搜索,百度,百度商城品专,无线品专,29
2017/5/15,品牌营销_品牌词,品牌词,PC,-,29
2017/5/15,搜索,百度,百度电视品专,PC品专,25
2017/5/15,手机_精准营销,UC浏览器,活动,UC导航酷站手机分类,25
2017/5/15,搜索,搜狗综合品专sum,PC品专,Button2,26
2017/5/15,精准营销,360导航,PC,名站文字链,23
2017/5/15,搜索,搜狗,通用搜狗sem,商城品牌词_PC,22
2017/5/15,CRM,准会员,商城,站内信,23
2017/5/15,品牌营销_品牌词,品牌词运营,二维码,TV端,23
2017/5/15,搜索,百度,百度定制品专,PC品专,21
2017/5/15,品牌营销_品牌词,品牌词运营,电视剧首页焦点图,pc,22
2017/5/15,手机_品牌营销_品牌词,品牌词导航,m站_频道页导航_入口,移动端,19
2017/5/15,手机_搜索,百度,百度手机品专,移动品专,21
2017/5/15,手机_精准营销,uc浏览器,活动,酷站精品文字链,18
2017/5/15,CRM,准会员,商城,邮箱,20
2017/5/15,移动,M站,配件,电视,18
2017/5/15,手机_DSP,头条_顺为,M,新客,18
2017/5/15,移动,M站,APP下载页,商城官网,22
2017/5/15,精准营销,什么值得买,PC端,软性资源,19
2017/5/15,手机_搜索,神马,神马商城品专,无线品专,17
2017/5/15,精准营销,360浏览器,PC,右下角弹窗,16
2017/5/15,CRM,会员,商城,短信,18
2017/5/15,搜索,搜狗综合品专semph,品牌直通车,左侧大图,16
2017/5/15,手机_品牌营销_品牌词,品牌词广告,乐品15秒前贴片_app,app,16
2017/5/15,手机_百度SDK,百度SDK,SDK,百度SDK-硬广,15
2017/5/15,公众号,微信,手机微信品牌词tv,-,19
2017/5/15,手机_社会化联盟,邀请,-,-,14
2017/5/15,搜索,百度,PC_手机,硬广,17
2017/5/15,搜索,360,综合品专semtv,PC品专,19
2017/5/15,搜索,360,综合semsum,360凤巢图文,14
2017/5/15,SEO,搜狗,PC,-,15
2017/5/15,其它,生态化反,M站,红包,13
2017/5/15,品牌营销_品牌词,品牌词产品,品牌词商城入口,PC,13
2017/5/15,手机_搜索,搜狗综合品专sum,无线品专,标题,15
2017/5/15,其它,SSP媒介,今日头条,推荐信息流大图4_1,12
2017/5/15,搜索,搜狗综合品专sum,PC品专,tab图1,11
2017/5/15,品牌营销_品牌词,品牌词运营,-,-,11
2017/5/15,搜索,百度,百度手机sem,商城品牌词-PC,10
2017/5/15,手机_搜索,百度,通用百度sem,商城品牌词_M,10
2017/5/15,品牌营销_品牌词,品牌词产品,全网右侧导航,PC,9
2017/5/15,其它,生态化反,PC站,banner,10
2017/5/15,精准营销,360,PC_手机,360哇塞,9
2017/5/15,搜索,百度semtv,商城品牌词_PC,品牌词,9
2017/5/15,精准营销,腾讯,手机,新闻客户端,8
2017/5/15,其它,SSP媒介,微信朋友圈,查看详情,8
2017/5/15,其它,SSP媒介,一点资讯,浮屏,8
2017/5/15,手机_精准营销,猎豹,活动,金山电池医生,8
2017/5/15,CRM,准会员,电视,短信,8
2017/5/15,手机_搜索,百度,百度电视品专,移动品专,10
2017/5/15,搜索,搜狗semsum,商城品牌词_PC,品牌词,8
2017/5/15,搜索,360,通用360sem,商城品牌词_PC,8
2017/5/15,搜索,搜狗综合品专semph,PC品专,tab图2,9
2017/5/15,搜索,百度,百度手机品专,PC品专,8
2017/5/15,手机_搜索,神马,综合semsum,商城品牌词,8
2017/5/15,CRM,准会员,手机,APP,7
2017/5/15,手机_精准营销,猎豹,手机,猎豹清理大师Android,7
2017/5/15,搜索,搜狗,PC,硬广,7
2017/5/15,SEO,雅虎,PC,-,8
2017/5/15,搜索,360,360手机sem,手机品牌词_PC,7
2017/5/15,社会化联盟,邀请,-,-,7
2017/5/15,搜索,360,综合semsum,商城品牌词_PC,7
2017/5/15,品牌营销_品牌词,品牌词生态,乐迷社区_版块内容推荐,PC,9
2017/5/15,搜索,百度,百度电视sem,商城品牌词-PC,7
2017/5/15,品牌营销_品牌词,品牌词产品,导航入口,品牌词商城,7
2017/5/15,CRM,会员,商城,邮箱,7
2017/5/15,搜索,360,PC_手机,硬广,7
2017/5/15,搜索,搜狗综合品专sum,PC品专,小图3,11
2017/5/15,搜索,搜狗综合品专sum,品牌直通车,进入官网,7
2017/5/15,网站联盟,51比购,-,-,8
2017/5/15,手机_精准营销,猎豹,手机,金山电池医生IOS开屏,6
2017/5/15,搜索,搜狗,搜狗手机sem,手机品牌词_PC,6
2017/5/15,手机_精准营销,猎豹,手机,金山电池医生IOS,6
2017/5/15,精准营销,360浏览器,活动,下拉热词2,6
2017/5/15,手机_搜索,百度,M站,硬广,6
2017/5/15,手机_DSP,晶赞,M,新客,7
2017/5/15,DSP,头条_顺为,PC,新客,6
2017/5/15,搜索,360,好搜手机品专,PC品专,7
2017/5/15,搜索,360,PC,硬广,6
2017/5/15,搜索,搜狗综合品专sum,PC品专,左侧大图2,7
2017/5/15,搜索,360,360手机sem,商城品牌词_PC,6
2017/5/15,CRM,准会员,乐迷日,站内信,7
2017/5/15,其它,酷派C1,控股媒介,腾讯视频,5
2017/5/15,其它,酷派C1,猎豹,金山电池医生_IOS_PUSH,5
2017/5/15,移动,APP,活动页,品牌词文字链,5
2017/5/15,搜索,搜狗,搜狗手机品专,PC品专,5
2017/5/15,其它,酷派自投,DSP_智汇推_省广,策略1_19_2,5
2017/5/15,社会化传播,微信,服务号,乐秒君,5
2017/5/15,搜索,百度semph,手机品牌词_PC,品牌词手机,5
2017/5/15,精准营销,360浏览器,活动,新安装页面欢迎页,5
2017/5/15,其它,手机媒介,线下二维码,线下二维码,5
2017/5/15,精准营销,暴风影音,活动,TIPS,5
2017/5/15,精准营销,hao123,活动,手机酷站,5
2017/5/15,搜索,360,360手机sem,商城品牌词-PC,5
2017/5/15,手机_搜索,搜狗,搜狗商城品专,无线品专,5
2017/5/15,手机_品牌营销_品牌词,品牌词运营,其他,M站,5
2017/5/15,手机_品牌营销_品牌词,品牌词运营,影视大全开机图,app,4
2017/5/15,手机_百度SDK,手机_百度SDK,SDK,贴片,4
2017/5/15,搜索,百度semtv,电视品牌词_PC,品牌词电视,5
2017/5/15,CRM,准会员,手机,电视推送,4
2017/5/15,CRM,会员,商城,积分商城,4
2017/5/15,其它,控股媒介,无线,414优惠券,4
2017/5/15,搜索,搜狗综合品专sum,PC品专,Button3,6
2017/5/15,搜索,百度semsum,商城品牌词_PC,品牌词,4
2017/5/15,搜索,搜狗,搜狗手机sem,商城品牌词-PC,4
2017/5/15,品牌营销_品牌词,品牌词广告,品牌词首页通栏1,pc,4
2017/5/15,搜索,百度,百度手机sem,手机品牌词_PC,4
2017/5/15,搜索,搜狗综合品专sum,PC品专,Button1,5
2017/5/15,手机_搜索,搜狗semsum,商城品牌词_M,品牌词商城,4
2017/5/15,品牌营销_外网,腾讯新闻客户端,移动端,移动端_硬广,3
2017/5/15,移动,APP,APP下载页,乐小宝详情,3
2017/5/15,其它,酷派C1,DSP_昌荣ATD,策略1_创意3,3
2017/5/15,其它,酷派C1,猎豹,猎豹清理大师_Android_PUSH,3
2017/5/15,手机_社会化联盟,乐魔方下载页面,M站,综合,3
2017/5/15,手机_网站联盟,公众号联盟,M站,-,3
2017/5/15,其它,SSP媒介,360,今日首发,3
2017/5/15,DSP,晶赞,手机,新客,4
2017/5/15,社会化联盟,个人网站联盟,PC,个人网站联盟,3
2017/5/15,搜索,百度,百度手机sem,手机产品词_PC,3
2017/5/15,其它,酷派自投,猎豹,猎豹清理大师_Android_开屏_无线,4
2017/5/15,手机_精准营销,腾讯,电视,新闻客户端,3
2017/5/15,手机_品牌营销_品牌词,品牌词运营,贴片,移动端,3
2017/5/15,其它,酷派C1,猎豹,猎豹清理大师_Android_开屏,3
2017/5/15,搜索,搜狗综合品专semph,品牌直通车,短链接1,4
2017/5/15,DSP,广点通_顺为,手机,再营销,3
2017/5/15,品牌营销_品牌词,品牌词产品,超级手机入口,PC,3
2017/5/15,CRM,准会员,乐迷日,短信,3
2017/5/15,移动,M站,首页,电视,3
2017/5/15,搜索,搜狗semsum,商城品牌词_PC,品牌词商城,3
2017/5/15,搜索,百度综合品专sum,PC品专,logo,3
2017/5/15,其它,会员,乐次元,PC,3
2017/5/15,搜索,百度,百度电视sem,商城品牌词_PC,3
2017/5/15,社会化传播,乐迷论坛,PC,软性,4
2017/5/15,社会化传播,微博,专题,乐秒君,3
2017/5/15,精准营销,太平洋电脑,电视,数字家电|电视机首页,3
2017/5/15,精准营销,360安全卫士,PC,开机小助手-大图,2
2017/5/15,手机_品牌营销_品牌词,品牌词广告,app_暂停,app,2
2017/5/15,手机_精准营销,追书神器,活动,首页,2
2017/5/15,手机_搜索,百度,百度手机sem,商城品牌词_M,2
2017/5/15,品牌营销_品牌词,品牌词运营,入口,PC,2
2017/5/15,搜索,百度semph,手机产品词_PC,酷1手机,2
2017/5/15,搜索,百度semtv,商城品牌词_PC,品牌词,2
2017/5/15,搜索,搜狗综合品专sum,PC品专,栏目11标题,2
2017/5/15,手机_DSP,广点通_顺为,M,新客,2
2017/5/15,手机_精准营销,猎豹,金山电池医生ios,PUSH,2
2017/5/15,CRM,短信,常规,常规预约提醒,2
2017/5/15,精准营销,搜狗,活动,tips弹窗,2
2017/5/15,搜索,搜狗,搜狗手机品专,直通车品专,2
2017/5/15,手机_DSP,广点通_顺为,M,再营销,2
2017/5/15,CRM,准会员,电视,邮箱,2
2017/5/15,CRM,准会员,手机,邮箱,2
2017/5/15,精准营销,百度贴吧,活动,信息流,2
2017/5/15,手机_品牌营销_品牌词,品牌词运营,超级手机日历_公告台,app,2
2017/5/15,SEO,360,WAP,-,2
2017/5/15,搜索,搜狗综合品专sum,PC品专,tab描述1,2
2017/5/15,BD营销,QQ空间,活动,活动页,2
2017/5/15,品牌营销_品牌词,品牌词生态,PC_乐迷贴吧_板块内容推荐,PC,3
2017/5/15,搜索,360,综合semtv,商城品牌词_PC,2
2017/5/15,CRM,短信,触发,触发类催付短信,2
2017/5/15,CRM,准会员,手机,站内信,3
2017/5/15,搜索,搜狗综合品专sum,品牌直通车,显示URL,2
2017/5/15,手机_精准营销,猎豹,猎豹清理大师,PUSH,2
2017/5/15,搜索,搜狗,搜狗手机sem,手机品牌词-PC,2
2017/5/15,手机_精准营销,UC浏览器,导航酷站手机分类,导航酷站手机分类,2
2017/5/15,精准营销,hao123,手机酷站,手机酷站,2
2017/5/15,精准营销,360导航,活动,酷站,2
2017/5/15,搜索,360,手机semph,手机产品词_PC,2
2017/5/15,品牌营销_品牌词,品牌词运营,贴片,PC,2
2017/5/15,搜索,百度,百度手机sem,商城品牌词_PC,2
2017/5/15,CRM,邮箱,品牌词,外部合作,2
2017/5/15,品牌营销_品牌词,品牌词广告,品牌词首页焦点图富媒体,pc,2
2017/5/15,品牌营销_品牌词,品牌词产品,娱乐频道直播间收看标签,PC,2
2017/5/15,手机_精准营销,2345手机导航,活动,首页酷站,2
2017/5/15,其它,四次元_应用,品牌词视频,PC_入口导航,2
2017/5/15,搜索,搜狗综合品专sum,PC品专,Button4,2
2017/5/15,手机_搜索,搜狗综合品专sum,无线品专,suggestion跳转,2
2017/5/15,手机_搜索,搜狗semsum,商城品牌词_M,品牌词,2
2017/5/15,CRM,邮箱,品牌词,活动,2
2017/5/15,搜索,360,通用360sem,品牌词生态品牌词_PC,2
2017/5/15,DSP,晶赞,PC,再营销,2
2017/5/15,品牌营销_品牌词,品牌词产品,音乐频道大事件收看标签,PC,2
2017/5/15,手机_搜索,百度,百度新品品专,无线品专,2
2017/5/15,手机_社会化联盟,个人网站联盟,M站,综合,3
2017/5/15,精准营销,360导航,活动,名站,2
2017/5/15,搜索,360,手机semph,360凤巢图文,2
2017/5/15,搜索,搜狗综合品专sum,PC品专,tab图4,2
2017/5/15,搜索,百度semph,商城品牌词_PC,品牌词,2
2017/5/15,其它,控股媒介,微信,朋友圈,2
2017/5/15,手机_品牌营销_品牌词,品牌词,移动端,移动端-硬广,2
2017/5/15,搜索,搜狗,搜狗电视sem,电视产品词_PC,1
2017/5/15,其它,摇红包,活动页,app下载页,1
2017/5/15,其它,SSP媒介,一点资讯,推荐页第四条_大图信息流,1
2017/5/15,搜索,百度,百度手机sem,手机品牌词-PC,1
2017/5/15,品牌营销_外网,妈妈网,PC,PC-软性资源,1
2017/5/15,其它,手机媒介,今日头条_新闻客户端_,开机画面图-静态3S可点击_1/11_,1
2017/5/15,其它,酷派自投,DSP_智汇推_省广,策略2_27_2,1
2017/5/15,BD营销,天极网,PC,硬广,1
2017/5/15,精准营销,酷狗,PC,硬广,1
2017/5/15,手机_搜索,百度,M站_手机,硬广,1
2017/5/15,CRM,会员,电视,短信,1
2017/5/15,手机_品牌营销_品牌词,品牌词运营,品牌词游戏焦点图,app,1
2017/5/15,手机_品牌营销_品牌词,品牌词运营,品牌词游戏app开机图,app,1
2017/5/15,DSP,广点通_顺为,PC,Q群_品牌词电视,1
2017/5/15,搜索,百度,百度手机sem,品牌词频道词_PC,1
2017/5/15,BD营销,蜻蜓FM,banner,新品宣传,1
2017/5/15,DSP,MediaV,手机,智能推荐人群,1
2017/5/15,精准营销,腾讯,手机,客户端,1
2017/5/15,手机_搜索,360,综合semsum,商城品牌词_M,1
2017/5/15,其它,无线活动,SDK活动,生态2.0,1
2017/5/15,搜索,百度,百度电视sem,电视品牌词_PC,1
2017/5/15,手机_DSP,广点通_顺为,M,Q群_品牌词手机,1
2017/5/15,品牌营销_品牌词,品牌词产品,音乐频道大事件_专区标签,PC,1
2017/5/15,品牌营销_品牌词,品牌词广告,电视,PC,1
2017/5/15,品牌营销_品牌词,品牌词产品,娱乐频道直播间_直播标签,PC,1
2017/5/15,品牌营销_品牌词,品牌词运营,焦点图,PC,1
2017/5/15,品牌营销_品牌词,品牌词产品,超级电视入口,PC,1
2017/5/15,品牌营销_品牌词,品牌词产品,播放页tips,PC,1
2017/5/15,DSP,晶赞,PC_手机,软性,1
2017/5/15,CRM,短信,常规,常规抢购提醒,1
2017/5/15,搜索,搜狗综合品专sum,PC品专,栏目12标题,1
2017/5/15,搜索,百度,百度商城品专,新闻品专,1
2017/5/15,其它,控股媒介,天脉电视台摇一摇,图片创意,1
2017/5/15,搜索,百度,百度手机品专,知道品专,1
2017/5/15,精准营销,惠惠,PC端,补量,1
2017/5/15,手机_DSP,MediaV,M,新客,1
2017/5/15,DSP,晶赞,PC,新客,1
2017/5/15,手机_精准营销,猎豹,手机,猎豹安全大师Android,1
2017/5/15,搜索,搜狗综合品专semtv,PC品专,栏目32标题,1
2017/5/15,手机_搜索,搜狗,通用搜狗sem,品牌词生态品牌词_M,1
2017/5/15,品牌营销_品牌词,品牌词广告,5秒标版,pc,1
2017/5/15,手机_品牌营销_品牌词,品牌词产品,android_发现_入口,移动端,1
2017/5/15,手机_品牌营销_品牌词,品牌词产品,全品类,移动端,1
2017/5/15,手机_品牌营销_品牌词,品牌词广告,全品类,移动端,1
2017/5/15,搜索,搜狗,搜狗手机sem,手机产品词_PC,1
2017/5/15,精准营销,2345,PC,猜你喜欢,1
2017/5/15,搜索,百度semph,商城品牌词_PC,品牌词,1
2017/5/15,手机_搜索,百度semsum,商城品牌词_M,品牌词,1
2017/5/15,精准营销,jz,2345网址导航,手机,1
2017/5/15,精准营销,IT类垂直,中关村在线,手机,1
2017/5/15,移动,M站,活动页,有米sjm1111,1
2017/5/15,精准营销,hao123,电视,导航页,1
2017/5/15,DSP,酷派C1,DSP_昌荣ATD,MO919投放1,1
2017/5/15,手机_搜索,神马,综合品专semph,无线品专,1
2017/5/15,手机_搜索,搜狗,搜狗手机品专,无线品专,1
2017/5/15,手机_精准营销,猎豹,活动,猎豹清理大师,1
2017/5/15,搜索,百度,百度电视sem,电视竞品品牌_PC,1
2017/5/15,其它,酷派C1,猎豹,金山电池医生_IOS_开屏,1
2017/5/15,手机_DSP,广点通_顺为,手机,再营销,1
2017/5/15,DSP,广点通_顺为,PC,再营销,1
2017/5/15,搜索,360,电视semtv,360凤舞橱窗,1
2017/5/15,手机_搜索,百度,百度电视sem,电视品牌词_M,1
2017/5/15,手机_搜索,百度酷派品专ph,无线品专,标题,1
2017/5/15,手机_搜索,百度新品专综合,无线品专,标题,1
2017/5/15,搜索,百度酷派品专ph,PC品专,标题,1
2017/5/15,搜索,集团品专sum,PC品专,标题,1
2017/5/15,搜索,搜狗酷派品专sum,PC品专,标题,1
2017/5/15,手机_精准营销,陌陌,活动,开机大图1,1
2017/5/15,其它,酷派C1,今日头条,开屏联盟,1
2017/5/15,精准营销,360导航,活动,哇塞第二帧-banner,1
2017/5/15,手机_品牌营销_品牌词,品牌词生态,电视家超级电视轮播台Qrcode,TV,1
2017/5/15,精准营销,360导航,PC,手机酷站文字,1
2017/5/15,手机_DSP,头条_品众,M,And通投_a,1
2017/5/15,搜索,搜狗综合品专semph,PC品专,栏目22标题,1
2017/5/15,手机_搜索,百度,百度手机sem,手机品牌词_M,1
2017/5/15,其它,四次元_内容,电视剧,PC_边看边买,1
2017/5/15,手机_DSP,广点通_顺为,M,Q群_品牌词品牌,1
2017/5/15,其它,生态化反,M站,jdt,1
2017/5/15,网站联盟,联盟资源置换,PC端,-,1
2017/5/15,精准营销,搜狗输入法,活动,tips,1
2017/5/15,品牌营销_外网,zol,PC,PC_硬广,1
2017/5/15,品牌营销_品牌词,品牌词生态,电视,PC,2
2017/5/15,手机_搜索,百度semph,商城品牌词_M,品牌词,1
2017/5/15,搜索,360,手机semph,360凤舞导航,1
2017/5/15,手机_精准营销,控股媒介,活动,微信,1
2017/5/15,搜索,360,电视semtv,电视品牌词_PC,1
2017/5/15,搜索,360,电视semtv,360凤巢图文,1
2017/5/15,品牌营销_品牌词,品牌词导航,超级手机入口,PC,1
2017/5/15,其它,手机媒介,新浪,首页,1
2017/5/15,手机_搜索,搜狗综合品专sum,无线品专,按钮3,1
2017/5/15,精准营销_品牌词,-,-,-,1
2017/5/15,搜索,搜狗综合品专semtv,品牌直通车,短链接2,1
2017/5/15,精准营销,UC浏览器,酷站精品文字+网导精品文字,酷站精品文字+网导精品文字,1
2017/5/15,精准营销,360,手机,360哇塞,1
2017/5/15,品牌营销_品牌词,品牌词产品,乐看搜索_左侧广告位,PC,1
2017/5/15,搜索,百度semph,乐迷节_PC,乐迷节,1
2017/5/15,搜索,百度semsum,商城品牌词_PC,品牌词,1
2017/5/15,精准营销,360导航,手机,酷站手机,1
2017/5/15,精准营销,今日头条,手机,推荐首页,1
2017/5/15,手机_精准营销,今日头条,活动,推荐信息流4_1,1
2017/5/15,搜索,百度semsum,商城品牌词_PC,品牌词商城,1
2017/5/15,DSP,晶赞,手机,再营销,1
2017/5/15,手机_品牌营销_品牌词,品牌词广告,15秒前贴片_HTML5,app,1
2017/5/15,手机_搜索,神马,神马手机sem,手机品牌词,1
2017/5/15,CRM,生态内,919乐迷节,短信,1
2017/5/15,搜索,搜狗综合品专semtv,PC品专,右侧栏目1,1
2017/5/15,搜索,搜狗,PC_手机,硬广,1
2017/5/15,其它,酷派自投,pc,品牌词首页焦点图富媒体,1
2017/5/15,搜索,百度新品专综合,PC品专,标题,1
2017/5/15,搜索,360,综合semph,商城品牌词_PC,1
2017/5/15,品牌营销_品牌词,品牌词广告,30秒前贴片_pc,pc,1
2017/5/15,搜索,搜狗semsum,超级皇冠,logo,1
2017/5/15,搜索,360,通用360sem,360比翼,1
2017/5/15,搜索,百度,百度电视sem,电视品牌词-PC,1
2017/5/15,手机_搜索,搜狗,M站_手机,硬广,1
2017/5/15,其它,会员,大屏,TV,1
2017/5/15,其它,致新BD,大豫网,社区家电版块文字帖,1
2017/5/15,手机_搜索,搜狗,搜狗手机sem,手机产品词_M,1
2017/5/15,CRM,生态外,手机,邮箱,1
2017/5/15,手机_搜索,神马,神马手机sem,手机商城品牌词,1
2017/5/15,CRM,会员,商城,APP,1
2017/5/15,搜索,百度,百度电视sem,商城品牌词,1
2017/5/15,移动,APP,APP下载页,PC右侧浮标,4
2017/5/15,搜索,搜狗综合品专sum,PC品专,Button5,1
2017/5/15,搜索,搜狗综合品专semtv,PC品专,tab图3,1
2017/5/16,手机_品牌营销_品牌词,品牌词广告,15秒前贴片_app,app,47940
2017/5/16,品牌营销_品牌词,品牌词产品,播放器播放标签,PC,16460
2017/5/16,SEO,百度,WAP,-,11746
2017/5/16,SEO,百度,PC,-,9865
2017/5/16,品牌营销_品牌词,品牌词广告,15秒前贴片_pc,pc,8016
2017/5/16,手机_品牌营销_品牌词,品牌词运营,浮球海报,app,6480
2017/5/16,手机_品牌营销_品牌词,品牌词运营,app端焦点图,app,4148
2017/5/16,公众号,微信,无线,品牌词商城,4600
2017/5/16,品牌营销_品牌词,品牌词运营,播放页loading,pc,4039
2017/5/16,品牌营销_品牌词,品牌词导航,pc_全站顶导_超级电视入口,PC,3662
2017/5/16,其它,四次元_应用,品牌词视频,android,3429
2017/5/16,其它,品牌词致新,蜻蜓FM,四周年,3189
2017/5/16,社会化传播,微信,服务号,品牌词商城,2862
2017/5/16,搜索,360,综合品专sum,PC品专,2798
2017/5/16,品牌营销_品牌词,品牌词运营,首页焦点图,pc,2563
2017/5/16,SEO,搜狗,WAP,-,2121
2017/5/16,其它,四次元_应用,品牌词应用商店,android,1955
2017/5/16,手机_品牌营销_品牌词,品牌词产品,android_首页购物车_入口,移动端,1666
2017/5/16,品牌营销_品牌词,品牌词导航,pc_全站顶导_入口,PC,1834
2017/5/16,品牌营销_品牌词,品牌词广告,15秒前贴片_中插pc,pc,1488
